Dates,NORMAL (mm) ,ACTUAL (mm) 
17-Jun-11,7.86,6.88
18-Jun-11,7.22,8.25
19-Jun-11,6.68,1.79
20-Jun-11,7.02,0.98
21-Jun-11,7.24,1.78
22-Jun-11,7.88,3.84
23-Jun-11,8.74,11.88
24-Jun-11,8.89,5.4
25-Jun-11,8.73,5.7
26-Jun-11,8.81,14.64
27-Jun-11,9.04,8.72
28-Jun-11,8.01,8.96
29-Jun-11,9.2,2.02
30-Jun-11,10.6,4.05
01-Jul-11,11.32,7.13
02-Jul-11,11.05,11.38
03-Jul-11,9.85,7.96
04-Jul-11,9.68,9.39
05-Jul-11,10.65,7.47
06-Jul-11,10.85,11.98
07-Jul-11,9.9,10.33
08-Jul-11,10.28,4.37
09-Jul-11,9.78,2.67
10-Jul-11,8.87,2.18
11-Jul-11,9.23,7.23
12-Jul-11,9.99,4.9
13-Jul-11,8.9,13.09
14-Jul-11,9.59,14.15
15-Jul-11,9.78,10.83
16-Jul-11,9.27,16
17-Jul-11,11.07,31.07
18-Jul-11,10.69,17.26
19-Jul-11,9.79,11.8
20-Jul-11,9.43,6.11
21-Jul-11,10.38,6.92
22-Jul-11,11.27,5.98
23-Jul-11,11.63,6.48
24-Jul-11,10.65,10.55
25-Jul-11,9.9,7.13
26-Jul-11,9.01,14.63
27-Jul-11,9.04,10.25
28-Jul-11,8.86,1.99
29-Jul-11,8.66,9.75
30-Jul-11,9.06,11.47
31-Jul-11,9.13,10.4
01-Aug-11,9.31,6.49
02-Aug-11,9.26,8.88
03-Aug-11,9.13,17.65
04-Aug-11,7.75,16.65
05-Aug-11,8.25,10.47
06-Aug-11,8.07,8.56
07-Aug-11,7.51,12.18
08-Aug-11,7.73,8
09-Aug-11,7.95,5.88
10-Aug-11,7.9,4.34
11-Aug-11,7.5,3.05
12-Aug-11,7.74,7.77
13-Aug-11,7.68,4.91
14-Aug-11,7.9,3.89
15-Aug-11,8.21,2.28
16-Aug-11,8.06,10.83
17-Aug-11,7.5,14.27
18-Aug-11,7.1,9.99
19-Aug-11,6.59,12.18
20-Aug-11,6.89,14.49
21-Aug-11,6.93,16.63
22-Aug-11,6.62,5.16
23-Aug-11,6.39,5.84
24-Aug-11,5.87,8.69
25-Aug-11,5.54,7.34
26-Aug-11,4.84,5.06
27-Aug-11,4.37,8.58
28-Aug-11,4.7,6.3
29-Aug-11,4.75,6.62
30-Aug-11,4.65,10.95
31-Aug-11,4.63,11.76
01-Sep-11,4.32,17.85
02-Sep-11,4.95,17.96
03-Sep-11,4.5,16.42
04-Sep-11,4.55,10.2
05-Sep-11,4.24,2.44
06-Sep-11,4.43,3.03
07-Sep-11,4.02,3.79
08-Sep-11,3.7,5.97
09-Sep-11,4.16,5.63
10-Sep-11,4.25,2.42
11-Sep-11,4.56,2.99
12-Sep-11,4.7,3.18
13-Sep-11,3.81,5.35
14-Sep-11,3.97,6.95
15-Sep-11,4.66,9.36
16-Sep-11,5.38,8.83
17-Sep-11,6.99,1.21
18-Sep-11,6.26,1.9
19-Sep-11,7.7,4.97
20-Sep-11,6.96,5.92
21-Sep-11,7.07,1.64
22-Sep-11,6.64,1.7
23-Sep-11,6.49,0.16
24-Sep-11,6.81,0.27
25-Sep-11,4.76,0.21
26-Sep-11,6.16,0.02
27-Sep-11,6.65,0.05
28-Sep-11,5.95,0.07
29-Sep-11,6.14,2.57
30-Sep-11,6,2.27
01-Oct-11,5.99,2.85
02-Oct-11,7.14,7.21
03-Oct-11,5.86,3.68
04-Oct-11,5.09,8.02
05-Oct-11,4.95,0.42
06-Oct-11,5.61,0.72
07-Oct-11,5.32,1.68
08-Oct-11,6.05,0.58
09-Oct-11,6.04,2.79
10-Oct-11,4.56,4.14
11-Oct-11,4.53,7.73
12-Oct-11,3.62,6.36
13-Oct-11,3.6,12.4
14-Oct-11,3.55,6.97
15-Oct-11,3.78,5.57
16-Oct-11,3.19,5.64
17-Oct-11,3.2,3.43
18-Oct-11,3.55,0.17
19-Oct-11,3.27,0.38
20-Oct-11,3.91,3.19
21-Oct-11,3.51,0.78
22-Oct-11,4.03,0.28
23-Oct-11,3.87,0.01
24-Oct-11,3.87,4.12
25-Oct-11,3.43,3.59
26-Oct-11,3.01,7.48
27-Oct-11,4.46,3.04
28-Oct-11,3.4,4.27
29-Oct-11,2.83,1.65
30-Oct-11,2.66,5.88
31-Oct-11,1.85,1.58
01-Nov-11,2.01,1.48
02-Nov-11,2.68,2.92
03-Nov-11,2.03,5.44
04-Nov-11,1.88,7.8
05-Nov-11,2.55,2.51
06-Nov-11,2.37,3.28
07-Nov-11,2.56,2.51
08-Nov-11,2.94,0.03
09-Nov-11,1.53,0
10-Nov-11,1.14,0
11-Nov-11,1.07,0
12-Nov-11,1.47,0
13-Nov-11,1.69,0
14-Nov-11,1.3,0
15-Nov-11,1.27,0
16-Nov-11,1.06,0
17-Nov-11,1,0
18-Nov-11,0.74,0.01
19-Nov-11,1.1,0.01
20-Nov-11,1.14,0
21-Nov-11,1.24,0
22-Nov-11,1.68,0
23-Nov-11,1.57,0
24-Nov-11,0.85,0
25-Nov-11,0.66,0.04
26-Nov-11,0.76,1.42
27-Nov-11,0.3,2.31
28-Nov-11,0.47,1.64
29-Nov-11,0.8,5.06
30-Nov-11,0.64,0.57
01-Dec-11,0.5,0
02-Dec-11,0.42,0
03-Dec-11,0.79,0
04-Dec-11,0.86,0
05-Dec-11,0.45,0
06-Dec-11,0.47,0
07-Dec-11,0.25,0
08-Dec-11,0.34,0
09-Dec-11,0.55,0
10-Dec-11,0.68,0.19
11-Dec-11,0.48,0
12-Dec-11,0.31,0
13-Dec-11,0.51,0
14-Dec-11,0.56,0
15-Dec-11,0.36,0
16-Dec-11,0.27,0
17-Dec-11,0.22,0
18-Dec-11,0.12,0
19-Dec-11,0.08,0
20-Dec-11,0.07,0
21-Dec-11,0.12,0
22-Dec-11,0.2,0
23-Dec-11,0.15,0
24-Dec-11,0.26,0
25-Dec-11,0.17,0
26-Dec-11,0.21,0
27-Dec-11,0.21,0
28-Dec-11,0.24,0
29-Dec-11,0.12,0
30-Dec-11,0.18,0.3
31-Dec-11,0.13,1.36
01-Jan-12,0.11,0.04
02-Jan-12,0.09,0.01
03-Jan-12,0.07,0
04-Jan-12,0.08,0
05-Jan-12,0.11,0
06-Jan-12,0.05,0
07-Jan-12,0.05,0
08-Jan-12,0.04,0
09-Jan-12,0.09,0
10-Jan-12,0.04,0
11-Jan-12,0.1,0
12-Jan-12,0.04,0.29
13-Jan-12,0.03,0
14-Jan-12,0.06,0
15-Jan-12,0.21,0
16-Jan-12,0.06,0
17-Jan-12,0.04,0
18-Jan-12,0.06,0
19-Jan-12,0.03,0
20-Jan-12,0.01,0
21-Jan-12,0.01,0
22-Jan-12,0.02,0
23-Jan-12,0.05,0
24-Jan-12,0.09,0
25-Jan-12,0.02,0
26-Jan-12,0.03,0
27-Jan-12,0.01,0
28-Jan-12,0.02,0
29-Jan-12,0.04,0
30-Jan-12,0.14,0
31-Jan-12,0.1,0
01-Feb-12,0.15,0
02-Feb-12,0.02,0
03-Feb-12,0.06,0
04-Feb-12,0.02,0
05-Feb-12,0.03,0
06-Feb-12,0.01,0
07-Feb-12,0.01,0
08-Feb-12,0.06,0
09-Feb-12,0.05,0
10-Feb-12,0.12,0
11-Feb-12,0.05,0.09
12-Feb-12,0.02,0
13-Feb-12,0.06,0
14-Feb-12,0.07,0
15-Feb-12,0.06,0
16-Feb-12,0.06,0
17-Feb-12,0.07,0
18-Feb-12,0.07,0
19-Feb-12,0.1,0
20-Feb-12,0.32,0
21-Feb-12,0.25,0
22-Feb-12,0.27,0
23-Feb-12,0.21,0
24-Feb-12,0.19,0
25-Feb-12,0.11,0
26-Feb-12,0.09,0
27-Feb-12,0.04,0
28-Feb-12,0.11,0
29-Feb-12,0,0
01-Mar-12,0.11,0
02-Mar-12,0.02,0
03-Mar-12,0.06,0
04-Mar-12,0.13,0
05-Mar-12,0.32,0
06-Mar-12,0.52,0
07-Mar-12,0.2,0
08-Mar-12,0.31,0
09-Mar-12,0.29,0
10-Mar-12,0.14,0
11-Mar-12,0.21,0
12-Mar-12,0.12,0
13-Mar-12,0.11,0.01
14-Mar-12,0.2,0.26
15-Mar-12,0.28,0
16-Mar-12,0.34,0
17-Mar-12,0.18,0.03
18-Mar-12,0.16,0
19-Mar-12,0.14,0
20-Mar-12,0.06,0
21-Mar-12,0.18,0
22-Mar-12,0.19,0
23-Mar-12,0.23,0
24-Mar-12,0.3,0
25-Mar-12,0.3,0
26-Mar-12,0.23,0
27-Mar-12,0.35,0
28-Mar-12,0.52,0
29-Mar-12,0.51,0.03
30-Mar-12,0.27,0
31-Mar-12,0.41,1.08
01-Apr-12,0.62,0
02-Apr-12,0.83,0.57
03-Apr-12,0.75,0.15
04-Apr-12,0.64,0.18
05-Apr-12,0.89,0.23
06-Apr-12,1.01,0
07-Apr-12,0.69,0.13
08-Apr-12,0.73,0.01
09-Apr-12,0.79,0
10-Apr-12,0.71,0.09
11-Apr-12,0.9,0.02
12-Apr-12,1.21,3.67
13-Apr-12,1.15,3.21
14-Apr-12,1.08,0
15-Apr-12,1.25,0.81
16-Apr-12,1.21,0.05
17-Apr-12,1.29,0.54
18-Apr-12,0.9,0
19-Apr-12,1.12,6.23
20-Apr-12,1.17,0
21-Apr-12,1.32,0.84
22-Apr-12,1.27,0.05
23-Apr-12,1.74,0.43
24-Apr-12,2.12,5.39
25-Apr-12,2.13,1.95
26-Apr-12,1.55,5.2
27-Apr-12,1.9,2.04
28-Apr-12,1.65,23.14
29-Apr-12,1.74,0.74
30-Apr-12,2.29,0.6
01-May-12,2.17,2.18
02-May-12,2.52,1.4
03-May-12,2.38,1.62
04-May-12,2.11,0.97
05-May-12,1.97,0
06-May-12,1.98,0.03
07-May-12,1.41,0
08-May-12,1.42,0.01
09-May-12,1.63,3.94
10-May-12,1.71,0.79
11-May-12,1.97,4.67
12-May-12,1.84,6.83
13-May-12,2.51,3.75
14-May-12,3.28,0
15-May-12,3.17,0.41
16-May-12,3.39,4.89
17-May-12,3.06,0.2
18-May-12,3.57,0
19-May-12,2.73,0.01
20-May-12,3.71,0
21-May-12,4.29,0.01
22-May-12,3.06,0.67
23-May-12,3.55,0
24-May-12,4.18,0
25-May-12,4.3,0.01
26-May-12,3.95,0
27-May-12,2.95,0
28-May-12,3.36,0.06
29-May-12,3.63,0.14
30-May-12,3.65,0.14
31-May-12,3.25,0
01-Jun-12,4.35,0
02-Jun-12,4.34,0.79
03-Jun-12,4.36,0.14
04-Jun-12,5.24,2.99
05-Jun-12,5.78,8.59
06-Jun-12,6.48,12.99
07-Jun-12,6.14,11.63
08-Jun-12,6.64,4.27
09-Jun-12,5.61,1.75
10-Jun-12,5.01,2.42
11-Jun-12,5.37,1.12
12-Jun-12,5.86,6.4
13-Jun-12,6.46,2.52
14-Jun-12,7.45,6.55
15-Jun-12,7.43,5.1
16-Jun-12,8.04,5.07
17-Jun-12,7.86,11.48
18-Jun-12,7.22,32.2
19-Jun-12,6.68,25.2
20-Jun-12,7.02,11.86
21-Jun-12,7.24,3.23
22-Jun-12,7.88,4.02
23-Jun-12,8.74,1.44
24-Jun-12,8.89,4.36
25-Jun-12,8.73,9.55
26-Jun-12,8.81,8.97
27-Jun-12,9.04,10.54
28-Jun-12,8.01,12.3
29-Jun-12,9.2,15.55
30-Jun-12,10.6,10.96
01-Jul-12,11.32,4.57
02-Jul-12,11.05,12.47
03-Jul-12,9.85,14.93
04-Jul-12,9.68,4.46
05-Jul-12,10.65,3.83
06-Jul-12,10.85,1.74
07-Jul-12,9.9,4.75
08-Jul-12,10.28,5.2
09-Jul-12,9.78,3.52
10-Jul-12,8.87,7.79
11-Jul-12,9.23,6.39
12-Jul-12,9.99,4.27
13-Jul-12,8.9,2.34
14-Jul-12,9.59,4.39
15-Jul-12,9.78,5.59
16-Jul-12,9.27,10.91
17-Jul-12,11.07,13.38
18-Jul-12,10.69,12.23
19-Jul-12,9.79,3.91
20-Jul-12,9.43,3.46
21-Jul-12,10.38,10.93
22-Jul-12,11.27,12.76
23-Jul-12,11.63,5.52
24-Jul-12,10.65,8.71
25-Jul-12,9.9,1.79
26-Jul-12,9.01,12.09
27-Jul-12,9.04,13.73
28-Jul-12,8.86,6.92
29-Jul-12,8.66,7.58
30-Jul-12,9.06,3.59
31-Jul-12,9.13,2.39
01-Aug-12,9.31,3.68
02-Aug-12,9.26,4.73
03-Aug-12,9.13,7.28
04-Aug-12,7.75,9.67
05-Aug-12,8.25,5.71
06-Aug-12,8.07,11.5
07-Aug-12,7.51,19.51
08-Aug-12,7.73,10.13
09-Aug-12,7.95,14.05
10-Aug-12,7.9,15.86
11-Aug-12,7.5,15.58
12-Aug-12,7.74,12.75
13-Aug-12,7.68,8.79
14-Aug-12,7.9,2.17
15-Aug-12,8.21,1.56
16-Aug-12,8.06,3.25
17-Aug-12,7.5,3.16
18-Aug-12,7.1,7.76
19-Aug-12,6.59,5.88
20-Aug-12,6.89,2.23
21-Aug-12,6.93,3
22-Aug-12,6.62,2.03
23-Aug-12,6.39,1.73
24-Aug-12,5.87,19.13
25-Aug-12,5.54,5.9
26-Aug-12,4.84,21.53
27-Aug-12,4.37,18.7
28-Aug-12,4.7,11.86
29-Aug-12,4.75,13.82
30-Aug-12,4.65,8.04
31-Aug-12,4.63,9.5
01-Sep-12,4.32,13.4
02-Sep-12,4.95,7.11
03-Sep-12,4.5,15.47
04-Sep-12,4.55,20.4
05-Sep-12,4.24,7.05
06-Sep-12,4.43,3.18
07-Sep-12,4.02,2.59
08-Sep-12,3.7,5.49
09-Sep-12,4.16,4.91
10-Sep-12,4.25,3.34
11-Sep-12,4.56,4.64
12-Sep-12,4.7,7.43
13-Sep-12,3.81,4.53
14-Sep-12,3.97,4.06
15-Sep-12,4.66,4.39
16-Sep-12,5.38,1.96
17-Sep-12,6.99,1.95
18-Sep-12,6.26,1.76
19-Sep-12,7.7,2.18
20-Sep-12,6.96,0.79
21-Sep-12,7.07,0.2
22-Sep-12,6.64,0.24
23-Sep-12,6.49,0.23
24-Sep-12,6.81,0
25-Sep-12,4.76,0.01
26-Sep-12,6.16,0.59
27-Sep-12,6.65,3.44
28-Sep-12,5.95,8.43
29-Sep-12,6.14,8.81
30-Sep-12,6,4.91
01-Oct-12,5.99,20.14
02-Oct-12,7.14,5.23
03-Oct-12,5.86,9.91
04-Oct-12,5.09,7.03
05-Oct-12,4.95,2.56
06-Oct-12,5.61,2.4
07-Oct-12,5.32,11.06
08-Oct-12,6.05,0.99
09-Oct-12,6.04,5.66
10-Oct-12,4.56,1.39
11-Oct-12,4.53,0
12-Oct-12,3.62,0.04
13-Oct-12,3.6,0.39
14-Oct-12,3.55,0.53
15-Oct-12,3.78,7.3
16-Oct-12,3.19,0.83
17-Oct-12,3.2,0.05
18-Oct-12,3.55,0.01
19-Oct-12,3.27,0.01
20-Oct-12,3.91,1.68
21-Oct-12,3.51,2.38
22-Oct-12,4.03,7.63
23-Oct-12,3.87,1.03
24-Oct-12,3.87,0.08
25-Oct-12,3.43,0.06
26-Oct-12,3.01,0.11
27-Oct-12,4.46,0.29
28-Oct-12,3.4,0
29-Oct-12,2.83,0
30-Oct-12,2.66,0.78
31-Oct-12,1.85,0.49
01-Nov-12,2.01,25.39
02-Nov-12,2.68,20.85
03-Nov-12,2.03,5.81
04-Nov-12,1.88,1.82
05-Nov-12,2.55,2.39
06-Nov-12,2.37,1.41
07-Nov-12,2.56,0.23
08-Nov-12,2.94,0.03
09-Nov-12,1.53,2.78
10-Nov-12,1.14,0.13
11-Nov-12,1.07,0.46
12-Nov-12,1.47,0.05
13-Nov-12,1.69,0.4
14-Nov-12,1.3,0
15-Nov-12,1.27,0
16-Nov-12,1.06,0
17-Nov-12,1,0
18-Nov-12,0.74,0
19-Nov-12,1.1,0
20-Nov-12,1.14,0
21-Nov-12,1.24,0
22-Nov-12,1.68,0.07
23-Nov-12,1.57,0.11
24-Nov-12,0.85,1.04
25-Nov-12,0.66,0.08
26-Nov-12,0.76,0
27-Nov-12,0.3,0
28-Nov-12,0.47,0
29-Nov-12,0.8,0
30-Nov-12,0.64,0
01-Dec-12,0.5,0
02-Dec-12,0.42,0
03-Dec-12,0.79,0
04-Dec-12,0.86,0.5
05-Dec-12,0.45,2.8
06-Dec-12,0.47,0.19
07-Dec-12,0.25,0
08-Dec-12,0.34,0
09-Dec-12,0.55,0
10-Dec-12,0.68,0
11-Dec-12,0.48,0
12-Dec-12,0.31,0
13-Dec-12,0.51,0
14-Dec-12,0.56,0
15-Dec-12,0.36,0
16-Dec-12,0.27,0
17-Dec-12,0.22,0
18-Dec-12,0.12,0
19-Dec-12,0.08,0
20-Dec-12,0.07,0
21-Dec-12,0.12,0
22-Dec-12,0.2,0
23-Dec-12,0.15,0
24-Dec-12,0.26,0
25-Dec-12,0.17,0
26-Dec-12,0.21,0
27-Dec-12,0.21,0
28-Dec-12,0.24,0
29-Dec-12,0.12,0
30-Dec-12,0.18,0.49
31-Dec-12,0.13,0.92
01-Jan-13,0.11,1.06
02-Jan-13,0.09,0.02
03-Jan-13,0.07,0.05
04-Jan-13,0.08,0
05-Jan-13,0.11,0
06-Jan-13,0.05,0
07-Jan-13,0.05,0
08-Jan-13,0.04,0
09-Jan-13,0.09,0
10-Jan-13,0.04,0
11-Jan-13,0.1,0
12-Jan-13,0.04,0
13-Jan-13,0.03,0
14-Jan-13,0.06,0
15-Jan-13,0.21,0
16-Jan-13,0.06,0
17-Jan-13,0.04,0
18-Jan-13,0.06,0
19-Jan-13,0.03,0
20-Jan-13,0.01,0
21-Jan-13,0.01,0
22-Jan-13,0.02,0
23-Jan-13,0.05,0
24-Jan-13,0.09,0
25-Jan-13,0.02,0
26-Jan-13,0.03,0
27-Jan-13,0.01,0
28-Jan-13,0.02,0
29-Jan-13,0.04,0.05
30-Jan-13,0.14,0
31-Jan-13,0.1,0
01-Feb-13,0.15,0
02-Feb-13,0.02,0
03-Feb-13,0.06,0
04-Feb-13,0.02,0
05-Feb-13,0.03,0
06-Feb-13,0.01,0
07-Feb-13,0.01,0.1
08-Feb-13,0.06,0.92
09-Feb-13,0.05,0.4
10-Feb-13,0.12,1.58
11-Feb-13,0.05,0
12-Feb-13,0.02,0
13-Feb-13,0.06,0
14-Feb-13,0.07,0
15-Feb-13,0.06,0.5
16-Feb-13,0.06,2.95
17-Feb-13,0.07,2.38
18-Feb-13,0.07,0.67
19-Feb-13,0.1,0.05
20-Feb-13,0.32,0.02
21-Feb-13,0.25,0
22-Feb-13,0.27,0
23-Feb-13,0.21,0.01
24-Feb-13,0.19,0
25-Feb-13,0.11,0
26-Feb-13,0.09,0
27-Feb-13,0.04,0
28-Feb-13,0.11,0
01-Mar-13,0.11,0
02-Mar-13,0.02,0
03-Mar-13,0.06,0
04-Mar-13,0.13,0
05-Mar-13,0.32,0
06-Mar-13,0.52,0.01
07-Mar-13,0.2,0.52
08-Mar-13,0.31,2.04
09-Mar-13,0.29,0.09
10-Mar-13,0.14,0.38
11-Mar-13,0.21,0.26
12-Mar-13,0.12,2.24
13-Mar-13,0.11,0.2
14-Mar-13,0.2,0.11
15-Mar-13,0.28,0.02
16-Mar-13,0.34,0.07
17-Mar-13,0.18,1.15
18-Mar-13,0.16,0.13
19-Mar-13,0.14,0.65
20-Mar-13,0.06,0.01
21-Mar-13,0.18,0
22-Mar-13,0.19,0
23-Mar-13,0.23,0
24-Mar-13,0.3,0
25-Mar-13,0.3,0
26-Mar-13,0.23,0.06
27-Mar-13,0.35,0.26
28-Mar-13,0.52,0.05
29-Mar-13,0.51,0.03
30-Mar-13,0.27,0
31-Mar-13,0.41,0.4
01-Apr-13,0.62,1.38
02-Apr-13,0.83,0.48
03-Apr-13,0.75,1
04-Apr-13,0.64,0.58
05-Apr-13,0.89,0
06-Apr-13,1.01,0.58
07-Apr-13,0.69,0.02
08-Apr-13,0.73,0
09-Apr-13,0.79,0
10-Apr-13,0.71,0.26
11-Apr-13,0.9,0.15
12-Apr-13,1.21,0.27
13-Apr-13,1.15,0
14-Apr-13,1.08,0.08
15-Apr-13,1.25,0.09
16-Apr-13,1.21,2.14
17-Apr-13,1.29,0
18-Apr-13,0.9,0.08
19-Apr-13,1.12,0.04
20-Apr-13,1.17,0.04
21-Apr-13,1.32,0
22-Apr-13,1.27,0
23-Apr-13,1.74,0.18
24-Apr-13,2.12,1.29
25-Apr-13,2.13,3.7
26-Apr-13,1.55,9.79
27-Apr-13,1.9,2.11
28-Apr-13,1.65,1.83
29-Apr-13,1.74,4.5
30-Apr-13,2.29,0.41
01-May-13,2.17,0.16
02-May-13,2.52,0.06
03-May-13,2.38,1.92
04-May-13,2.11,1.37
05-May-13,1.97,1.12
06-May-13,1.98,1.26
07-May-13,1.41,0.58
08-May-13,1.42,0.23
09-May-13,1.63,7.87
10-May-13,1.71,0.69
11-May-13,1.97,2.4
12-May-13,1.84,1.83
13-May-13,2.51,1.15
14-May-13,3.28,0.01
15-May-13,3.17,0.06
16-May-13,3.39,0.11
17-May-13,3.06,0.19
18-May-13,3.57,0.54
19-May-13,2.73,4.85
20-May-13,3.71,0.8
21-May-13,4.29,12.75
22-May-13,3.06,0.37
23-May-13,3.55,1.93
24-May-13,4.18,0.03
25-May-13,4.3,0
26-May-13,3.95,0.59
27-May-13,2.95,4.08
28-May-13,3.36,5.4
29-May-13,3.63,9.51
30-May-13,3.65,6.56
31-May-13,3.25,8.61
01-Jun-13,4.35,27.14
02-Jun-13,4.34,2.5
03-Jun-13,4.36,3.87
04-Jun-13,5.24,3.22
05-Jun-13,5.78,1.45
06-Jun-13,6.48,7.02
07-Jun-13,6.14,6.15
08-Jun-13,6.64,5.28
09-Jun-13,5.61,5.84
10-Jun-13,5.01,2.76
11-Jun-13,5.37,8.27
12-Jun-13,5.86,7.11
13-Jun-13,6.46,4.05
14-Jun-13,7.45,9.6
15-Jun-13,7.43,5.89
16-Jun-13,8.04,6.57
17-Jun-13,7.86,6.28
18-Jun-13,7.22,9.17
19-Jun-13,6.68,4.02
20-Jun-13,7.02,5.49
21-Jun-13,7.24,1.97
22-Jun-13,7.88,3.15
23-Jun-13,8.74,5.26
24-Jun-13,8.89,6.91
25-Jun-13,8.73,14
26-Jun-13,8.81,12.35
27-Jun-13,9.04,7.55
28-Jun-13,8.01,4.18
29-Jun-13,9.2,3.37
30-Jun-13,10.6,1.26
01-Jul-13,11.32,4.02
02-Jul-13,11.05,7.5
03-Jul-13,9.85,25.02
04-Jul-13,9.68,21.94
05-Jul-13,10.65,7.2
06-Jul-13,10.85,7.69
07-Jul-13,9.9,9.93
08-Jul-13,10.28,9.15
09-Jul-13,9.78,4.26
10-Jul-13,8.87,4.09
11-Jul-13,9.23,11.92
12-Jul-13,9.99,13.68
13-Jul-13,8.9,10.21
14-Jul-13,9.59,6.41
15-Jul-13,9.78,3.66
16-Jul-13,9.27,5.67
17-Jul-13,11.07,8.95
18-Jul-13,10.69,10.12
19-Jul-13,9.79,13.26
20-Jul-13,9.43,20.38
21-Jul-13,10.38,12.41
22-Jul-13,11.27,8.47
23-Jul-13,11.63,19.75
24-Jul-13,10.65,14.21
25-Jul-13,9.9,13.31
26-Jul-13,9.01,12.93
27-Jul-13,9.04,10.17
28-Jul-13,8.86,13.63
29-Jul-13,8.66,8.18
30-Jul-13,9.06,2.46
31-Jul-13,9.13,7.91
01-Aug-13,9.31,14.52
02-Aug-13,9.26,16.64
03-Aug-13,9.13,8.26
04-Aug-13,7.75,6.3
05-Aug-13,8.25,5.06
06-Aug-13,8.07,6.62
07-Aug-13,7.51,5.45
08-Aug-13,7.73,2.9
09-Aug-13,7.95,2.56
10-Aug-13,7.9,1.7
11-Aug-13,7.5,3.25
12-Aug-13,7.74,2.67
13-Aug-13,7.68,5.2
14-Aug-13,7.9,5.05
15-Aug-13,8.21,3.42
16-Aug-13,8.06,10.72
17-Aug-13,7.5,10.67
18-Aug-13,7.1,6.05
19-Aug-13,6.59,6.36
20-Aug-13,6.89,4.91
21-Aug-13,6.93,3.52
22-Aug-13,6.62,3.42
23-Aug-13,6.39,4.17
24-Aug-13,5.87,2.7
25-Aug-13,5.54,2.96
26-Aug-13,4.84,1.55
27-Aug-13,4.37,1.03
28-Aug-13,4.7,0.95
29-Aug-13,4.75,1.13
30-Aug-13,4.65,0.96
31-Aug-13,4.63,3.74
01-Sep-13,4.32,5.29
02-Sep-13,4.95,10.15
03-Sep-13,4.5,11.44
04-Sep-13,4.55,6.8
05-Sep-13,4.24,2.82
06-Sep-13,4.43,3.88
07-Sep-13,4.02,4.06
08-Sep-13,3.7,11.98
09-Sep-13,4.16,17.99
10-Sep-13,4.25,10.37
11-Sep-13,4.56,12.27
12-Sep-13,4.7,11.74
13-Sep-13,3.81,16.78
14-Sep-13,3.97,6.97
15-Sep-13,4.66,12.76
16-Sep-13,5.38,5.19
17-Sep-13,6.99,7.22
18-Sep-13,6.26,13.36
19-Sep-13,7.7,7.97
20-Sep-13,6.96,14.17
21-Sep-13,7.07,6.94
22-Sep-13,6.64,2.48
23-Sep-13,6.49,1.15
24-Sep-13,6.81,1.41
25-Sep-13,4.76,1.56
26-Sep-13,6.16,0.79
27-Sep-13,6.65,0.43
28-Sep-13,5.95,0.31
29-Sep-13,6.14,0.31
30-Sep-13,6,2.33
01-Oct-13,5.99,4.05
02-Oct-13,7.14,2.78
03-Oct-13,5.86,4.39
04-Oct-13,5.09,0.85
05-Oct-13,4.95,0.92
06-Oct-13,5.61,5.67
07-Oct-13,5.32,1.8
08-Oct-13,6.05,3.86
09-Oct-13,6.04,3.7
10-Oct-13,4.56,1.67
11-Oct-13,4.53,0.36
12-Oct-13,3.62,0.28
13-Oct-13,3.6,2.65
14-Oct-13,3.55,3.03
15-Oct-13,3.78,1.93
16-Oct-13,3.19,4.7
17-Oct-13,3.2,4.83
18-Oct-13,3.55,1.71
19-Oct-13,3.27,2.07
20-Oct-13,3.91,6.87
21-Oct-13,3.51,0.59
22-Oct-13,4.03,2.94
23-Oct-13,3.87,11.74
24-Oct-13,3.87,13.08
25-Oct-13,3.43,7.53
26-Oct-13,3.01,9.73
27-Oct-13,4.46,5.97
28-Oct-13,3.4,1.95
29-Oct-13,2.83,0.25
30-Oct-13,2.66,0.26
31-Oct-13,1.85,0.2
01-Nov-13,2.01,0.06
02-Nov-13,2.68,0.44
03-Nov-13,2.03,2.12
04-Nov-13,1.88,1
05-Nov-13,2.55,0.35
06-Nov-13,2.37,0.02
07-Nov-13,2.56,0
08-Nov-13,2.94,0.1
09-Nov-13,1.53,0
10-Nov-13,1.14,0
11-Nov-13,1.07,0
12-Nov-13,1.47,0
13-Nov-13,1.69,0.25
14-Nov-13,1.3,0.41
15-Nov-13,1.27,0
16-Nov-13,1.06,0.01
17-Nov-13,1,2.26
18-Nov-13,0.74,0.46
19-Nov-13,1.1,1.28
20-Nov-13,1.14,0.01
21-Nov-13,1.24,0.01
22-Nov-13,1.68,0
23-Nov-13,1.57,0.18
24-Nov-13,0.85,5.72
25-Nov-13,0.66,0.6
26-Nov-13,0.76,0.63
27-Nov-13,0.3,1.15
28-Nov-13,0.47,0.11
29-Nov-13,0.8,0.18
30-Nov-13,0.64,0.33
01-Dec-13,0.5,0.03
02-Dec-13,0.42,0.98
03-Dec-13,0.79,0.47
04-Dec-13,0.86,0.01
05-Dec-13,0.45,0
06-Dec-13,0.47,0
07-Dec-13,0.25,0
08-Dec-13,0.34,0
09-Dec-13,0.55,0
10-Dec-13,0.68,0
11-Dec-13,0.48,0
12-Dec-13,0.31,0
13-Dec-13,0.51,0.01
14-Dec-13,0.56,0.02
15-Dec-13,0.36,0
16-Dec-13,0.27,0
17-Dec-13,0.22,0
